#;Código;País;Partida;Descripción;Peso Neto Kg.;Valor FOB USD.;fechaInicio;fechaFinal
7208;NL;Países Bajos (Holanda);8487902000;AROS DE OBTURACIÓN (RETENES O RETENEDORES);5.76;713.21;01/01/2023;30/09/2023
7209;FR;Francia;6104430000;VESTIDOS DE PUNTO PARA MUJERES O NIÑAS, DE FIBRAS SINTÉTICAS;16.86;711;01/01/2023;30/09/2023
7210;PL;Polonia;4202320000;ARTÍCULOS DE BOLSILLO O DE BOLSO DE MANO CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLÁSTICO O MATERIA TEXTIL;11.04;711;01/01/2023;30/09/2023
7211;DE;Alemania;4419900000;ARTÍCULOS DE MESA O DE COCINA, DE MADERA EXCEPTO DE BAMBÚ;152.39;710;01/01/2023;30/09/2023
7212;NL;Países Bajos (Holanda);3917329900;"LOS DEMÁS TUBOS FLEXIBLES PARA UNA PRESIÓN MENOR O IGUAL A 27,6 MPA, SIN REFORZAR NI COMBINAR CON OTRAS MATERIAS, SIN ACCESORIOS; A EXCEPCIÓN TRIPAS ARTIFICIALES, EXCEPTO LAS DE LA SUBPARTIDA 3917.10 Y DE LOS PARA SISTEMAS DE RIEGO POR GOTEO, POR ASPERSIÓN U OTROS.";6.2;708.55;01/01/2023;30/09/2023
7213;GB;Reino Unido;4202999000;DEMÁS FUNDAS, ESTUCHES, BOLSAS Y CONTINENTES SIMILARES;22.13;702;01/01/2023;30/09/2023
7214;DE;Alemania;6105100049;LAS DEMÁS CAMISAS DE PUNTO ALGODÓN ABERTURA DELANTERA PARCIAL, CON CUELLO Y PUÑOS DE TEJIDO ACANALADO ELÁSTICO PARA HOMBRES;5.41;700;01/01/2023;30/09/2023
7215;IT;Italia;910999000;LAS DEMÁS ESPECIAS, EXCEPTO, JENGIBRE, AZAFRÁN, CÚRCUMA, TOMILLO Y HOJAS DE LAUREL;500;700;01/01/2023;30/09/2023
7216;PL;Polonia;9205909000;LOS DEMÁS INSTRUMENTOS EXCEPTO LOS LLAMADOS «METALES»;7.42;700;01/01/2023;30/09/2023
7217;SK;Eslovaquia;6307909000;LOS DEMÁS ARTÍCULOS CONFECCIONADOS;10.31;700;01/01/2023;30/09/2023
7218;DE;Alemania;8483609000;MÁQUINAS Y APARATOS PARA LA PREPARACIÓN DE FRUTOS U HORTALIZAS;62.7;698.98;01/01/2023;30/09/2023
7219;NL;Países Bajos (Holanda);1904900000;DEMÁS PRODUCTOS A BASE DE CEREALES OBTENIDOS POR INFLADO O TOSTADO;1113.6;696;01/01/2023;30/09/2023
7220;AT;Austria;4202220000;BOLSOS DE MANO, INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLÁSTICO;13.68;695.4;01/01/2023;30/09/2023
7221;ES;España;8536909000;DEMÁS APARATOS PARA CORTE, SECCIONAMIENTO, PROTECCIÓN, DERIVACIÓN, EMPALME. PARA TENSIÓN <= 1000 V;60.15;693.62;01/01/2023;30/09/2023
7222;ES;España;2308009000;LAS DEMÁS MATERIAS VEGETALES Y DESPERDICIOS VEGETALES, RESIDUOS Y SUBPRODUCTOS INCLUSO EN PELLETS, DE LOS TIPOS UTILIZADOS EN LA ALIMENTACIÓN DE LOS ANIMALES, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE.;174;689.04;01/01/2023;30/09/2023
7223;IT;Italia;1904200000;PREPARACIONES ALIMENTICIAS OBTENIDAS CON COPOS DE CEREALES SIN TOSTAR O CON MEZCLAS DE COPOS DE CEREALES SIN TOSTAR Y COPOS DE CEREALES TOSTADOS O CEREALES INFLADOS;146.24;688.54;01/01/2023;30/09/2023
7224;SE;Suecia;7312109000;LOS DEMÁS CABLES DE HIERRO O ACERO SIN AISLAR PARA ELECTRICIDAD;4.52;682;01/01/2023;30/09/2023
7225;DE;Alemania;9602009000;LAS DEMÁS MATERIAS VEGETALES O MINERALES PARA TALLAR, TRABAJADAS Y MANUFACTURAS DE EST;12.96;680.5;01/01/2023;30/09/2023
7226;FR;Francia;1806900000;DEMÁS CHOCOLATE Y PREPARACIONES ALIMENTICIAS QUE CONTENGAN CACAO;68.65;679.24;01/01/2023;30/09/2023
7227;EE;Estonia;6110111090;"LOS DEMÁS SUÉTERES (JERSEYS) DE LANA; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE(""SOUS PULL"", ""TURTLE NECK"")";16.37;675;01/01/2023;30/09/2023
7228;IT;Italia;1005902000;MAÍZ REVENTÓN (ZEA MAYS CONVAR. MICROSPERMA O ZEA MAYS VAR. EVERTA);287.31;670.6;01/01/2023;30/09/2023
7229;NL;Países Bajos (Holanda);9401800000;LOS DEMÁS ASIENTOS;5.91;669.15;01/01/2023;30/09/2023
7230;ES;España;3918909000;REVESTIMIENTO DE LOS DEMÁS PLÁSTICOS, EXCEPTO DE POLÍMERO DE CLORURO DE VINILO;25.08;668.34;01/01/2023;30/09/2023
7231;DE;Alemania;9206000000;INSTRUMENTOS MUSICALES DE PERCUSIÓN (POR EJEMPLO: TAMBORES, CAJAS, XILÓFONOS, PLATILLOS, CASTAÑUELAS, MARACAS).;60.33;663;01/01/2023;30/09/2023
7232;GB;Reino Unido;301991900;LOS DEMÁS PECES PARA REPRODUCCIÓN O CRÍA INDUSTRIAL EXCEPTO TILAPIA.;300.75;660;01/01/2023;30/09/2023
7233;ES;España;7310299000;DEMÁS DEPÓSITOS, BARRILES Y RECIPIENTES SIMILARES, DE FUNDICIÓN. DE HIERRO;32.88;651.79;01/01/2023;30/09/2023
7234;DE;Alemania;8483909000;"LAS DEMÁS PARTES DE ÁRBOLES DE TRANSMISIÓN (INCLUSO LEVAS Y CIGÜEÑALES) Y MANIVELAS; CAJAS DE COJINETES Y COJINETES; ENGRANAJES Y RUEDAS DE FRICCIÓN; HUSILLOS FILETEADOS DE BOLAS O RODILLOS; REDUCTORES, MULTIPLICADORES Y VARIADORES DE VELOCIDAD, INCLUIDOS LOS CONVERTIDORES DE PAR; VOLANTES Y POLEAS, INCLUIDOS LOS MOTONES; EMBRAGUES Y ÓRGANOS DE ACOPLAMIENTO, INCLUIDAS LAS JUNTAS DE ARTICULACIÓN";56.41;649.62;01/01/2023;30/09/2023
7235;IT;Italia;4420900000;DEMÁS MARQUETERÍA, COFRECILLOS O ESTUCHES PARA JOYERÍA U ORFEBRERÍA Y MANUFACTURAS SIMILARES DE MADERA;36.12;648;01/01/2023;30/09/2023
7236;IT;Italia;1211906000;HIERBALUISA (CYMBOPOGON CITRATUS);78.06;647.75;01/01/2023;30/09/2023
7237;BE;Bélgica;7304190000;"LOS DEMÁS TUBOS DE LOS TIPOS UTILIZADOS EN OLEODUCTOS O GASODUCTOS; A EXCEPCIÓN DE ACERO INOXIDABLE";205.2;645;01/01/2023;30/09/2023
7238;DE;Alemania;6216009000;LOS DEMÁS GUANTES, MITONES Y MANOPLAS, EXCEPTO LOS ESPECIALES PARA LA PROTECCIÓN DE TRABAJADORES;4.98;645;01/01/2023;30/09/2023
7239;FR;Francia;6205909000;"LAS DEMÁS CAMISAS PARA HOMBRES O NIÑOS, DE LAS DEMÁS MATERIAS TEXTILES; A EXCEPCIÓN DE LANA O PELO FINO.";3.81;644;01/01/2023;30/09/2023
7240;FR;Francia;1106302000;HARINA, SÉMOLA Y POLVO DE LÚCUMA (LÚCUMA OBOVATA);37.5;634.84;01/01/2023;30/09/2023
7241;PL;Polonia;6214200000;CHALES, PAÑUELOS DE CUELLO ,BUFANDAS, MANTILLAS, VELOS Y ARTÍCULOS SIMILARES, DE LANA O PELO FINO;7.36;633;01/01/2023;30/09/2023
7242;BE;Bélgica;813400000;LAS DEMÁS FRUTAS U OTROS FRUTOS SECOS;79.78;631.31;01/01/2023;30/09/2023
7243;GR;Grecia;3205000000;"LACAS COLORANTES; PREPARACIONES A QUE SE REFIERE LA NOTA 3 DE ESTE CAPÍTULO A BASE DE LACAS COLORANTES";10;631.2;01/01/2023;30/09/2023
7244;IE;Irlanda (Eire);8471602000;TECLADOS, DISPOSITIVOS POR COORDENADAS X-Y;3.67;630.01;01/01/2023;30/09/2023
7245;DK;Dinamarca;6117809000;LOS DEMÁS COMPLEMENTOS DE VESTIR;3.55;630;01/01/2023;30/09/2023
7246;ES;España;1302399000;LOS DEMÁS MUCÍLAGOS Y ESPESATIVOS DERIVADOS DE LOS VEGETALES;49.8;625.02;01/01/2023;30/09/2023
7247;FR;Francia;2502000000;PIRITAS DE HIERRO SIN TOSTAR;1250;625;01/01/2023;30/09/2023
7248;IT;Italia;6102200000;ABRIGOS, CHAQUETAS, CAPAS Y ARTÍCULOS SIMILARES DE PUNTO, PARA MUJERES O NIÑAS, DE ALGODÓN;32.98;618;01/01/2023;30/09/2023
7249;DE;Alemania;7318159000;LOS DEMÁS TORNILLOS, PERNOS Y ARANDELAS DE FUNDICIÓN DE HIERRO O ACERO;99.85;617.57;01/01/2023;30/09/2023
7250;ES;España;9608100000;BOLÍGRAFOS;15.72;617;01/01/2023;30/09/2023
7251;FR;Francia;6110309000;SUÉTERES, PULLOVERS, CARDIGANS, CHALECOS Y ARTÍCULOS SIMILARES DE FIBRAS ARTIFICIALES;23.12;616.96;01/01/2023;30/09/2023
7252;ES;España;4202320000;ARTÍCULOS DE BOLSILLO O DE BOLSO DE MANO CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLÁSTICO O MATERIA TEXTIL;17.36;604;01/01/2023;30/09/2023
7253;NL;Países Bajos (Holanda);6111200000;PRENDAS Y COMPLEMENTOS DE VESTIR DE PUNTO PARA BEBÉS, DE ALGODÓN;4.68;603;01/01/2023;30/09/2023
7254;DE;Alemania;8471500000;UNIDADES DE PROCESO DIGITALES, EXCEPTO LAS DE LAS SUBPARTIDAS 8471.41 U 8471.49, AUNQUE INCLUYAN EN LA MISMA ENVOLTURA UNO O DOS DE LOS TIPOS SIGUIENTES DE UNIDADES: UNIDAD DE MEMORIA, UNIDAD DE ENTRADA Y UNIDAD DE SALIDA;2.75;602.26;01/01/2023;30/09/2023
7255;BE;Bélgica;8413500000;LAS DEMÁS BOMBAS VOLUMÉTRICAS ALTERNATIVAS;42.18;602;01/01/2023;30/09/2023
7256;FI;Finlandia;8421299000;LOS DEMÁS APARATOS PARA FILTRAR O DEPURAR LÍQUIDOS.;5.82;601.62;01/01/2023;30/09/2023
7257;DK;Dinamarca;6103410000;PANTALONES LARGOS, PANTALONES CON PETO, PANTALONES CORTOS(CALZONES) Y SHORTS DE PUNTO, PARA HOMBRES O NIÑOS DE LANA O PELO FINO;3.38;600;01/01/2023;30/09/2023
7258;GR;Grecia;3924900000;LAS DEMÁS VAJILLAS, ARTÍCULOS DE USO DOMÉSTICO, DE HIGIENE O TOCADOR DE PLÁSTICO;9.55;600;01/01/2023;30/09/2023
7259;IT;Italia;6110201010;"SUÉTERES (JERSEYS) DE ALGODÓN CON CUELLO DE CISNE (""SOUS PULL"", ""TURTLE NECK"")";7.3;598.4;01/01/2023;30/09/2023
7260;NL;Países Bajos (Holanda);8413919000;PARTES DE LAS DEMÁS BOMBAS CON EXCEPCIÓN DE LAS BOMBAS ELEVADORES DE LÍQUIDOS;5.26;595.01;01/01/2023;30/09/2023
7261;DE;Alemania;2204210000;DEMÁS VINOS EN RECIPIENTES CON CAPACIDAD <= A 2 L;135;594;01/01/2023;30/09/2023
7262;IT;Italia;4203300000;CINTOS, CINTURONES Y BANDOLERAS DE CUERO NATURAL O CUERO REGENERADO;9.98;591.59;01/01/2023;30/09/2023
7263;SE;Suecia;8207900000;DEMÁS ÚTILES INTERCAMBIABLES DE PERFORACIÓN O SONDEO;18.33;590.4;01/01/2023;30/09/2023
7264;LV;Letonia;6110202000;CHALECOS;5.63;583.64;01/01/2023;30/09/2023
7265;DE;Alemania;304990000;LOS DEMÁS PECES CONGELADOS EXCEPTO PECES ESPADA, AUSTROMERLUZA ANTÁRTICA Y AUSTROMERLUZA NEGRA , TILAPIAS, BAGRES O PEZ GATO , CARPAS, PERCAS DEL NILO (LATES NILOTICUS) Y;1.54;582;01/01/2023;30/09/2023
7266;BE;Bélgica;6109100032;T-SHIRT DE ALGODÓN PARA HOMBRES O MUJERES, DE TEJIDOS CON HILADOS DE DISTINTOS COLORES, CON MOTIVO DE RAYAS;0.55;580;01/01/2023;30/09/2023
7267;IT;Italia;2919901900;LOS DEMÁS ÁCIDO GLICEROFOSFÓRICO, SUS SALES Y DERIVADOS;18;579;01/01/2023;30/09/2023
7268;FR;Francia;7113110000;ARTÍCULOS DE JOYERÍA DE PLATA, INCLUSO REVESTIDA O CHAPADA DE OTRO METAL PRECIOSO (PLAQUE);7.65;577.3;01/01/2023;30/09/2023
7269;ES;España;8209001000;PLAQUITAS, VARILLAS, PUNTAS DE CARBUROS DE TUNGSTENO (VOLFRAMIO);2.19;575.63;01/01/2023;30/09/2023
7270;ES;España;6104520000;FALDAS Y FALDAS PANTALÓN DE PUNTO PARA MUJERES O NIÑAS, DE ALGODÓN;19.4;573.5;01/01/2023;30/09/2023
7271;NL;Países Bajos (Holanda);9025199000;TERMÓMETROS Y PIRÓMETROS, QUE NO SEAN ELÉCTRICOS O ELECTRÓNICOS, SIN COMBINAR CON OTROS INSTRUMENTOS;4.83;572.79;01/01/2023;30/09/2023
7272;IT;Italia;1201900000;HABAS (POROTOS, FRIJOLES, FRÉJOLES) DE SOJA (SOYA), INCLUSO QUEBRANTADAS EXCEPTO PARA SIEMBRA;198.23;572.29;01/01/2023;30/09/2023
7273;CZ;República Checa;1702904000;DEMÁS JARABES;34.54;571.2;01/01/2023;30/09/2023
7274;IT;Italia;1704109000;DEMÁS CHICLES Y GOMAS DE MASCAR;101.09;571;01/01/2023;30/09/2023
7275;PL;Polonia;3301299000;LOS DEMÁS ACEITES ESENCIALES, EXCEPTO LOS DE AGRIOS (CÍTRICOS).;34.89;565;01/01/2023;30/09/2023
7276;SE;Suecia;7009910000;ESPEJOS DE VIDRIO SIN ENMARCAR;3.74;564.4;01/01/2023;30/09/2023
7277;ES;España;4202220000;BOLSOS DE MANO, INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLÁSTICO;21.75;564.3;01/01/2023;30/09/2023
7278;IE;Irlanda (Eire);8517790000;LAS DEMÁS;3.28;562.33;01/01/2023;30/09/2023
7279;IT;Italia;2105009000;HELADOS, INCLUSO CON CACAO QUE CONTENGAN LECHE Y PRODUCTOS LÁCTEOS;89.83;560.8;01/01/2023;30/09/2023
7280;IT;Italia;9205909000;LOS DEMÁS INSTRUMENTOS EXCEPTO LOS LLAMADOS «METALES»;9.45;560.16;01/01/2023;30/09/2023
7281;IT;Italia;1901902000;HARINA LACTEADA.;106.15;554.5;01/01/2023;30/09/2023
7282;ES;España;803101000;PLÁTANOS «PLANTAINS» FRESCOS;221;553.4;01/01/2023;30/09/2023
7283;IT;Italia;6101901000;ABRIGOS, CHAQUETAS, CAPAS Y ARTÍCULOS SIMILARES DE PUNTO, PARA HOMBRES O NIÑOS DE LANA O PELO FINO;11.83;552;01/01/2023;30/09/2023
7284;DE;Alemania;6106100090;LAS DEMÁS CAMISAS, BLUSAS DE PUNTO DE ALGODÓN, PARA MUJERES O NIÑAS;9.82;546;01/01/2023;30/09/2023
7285;DE;Alemania;7117900000;LAS DEMÁS BISUTERÍAS;4.75;544;01/01/2023;30/09/2023
7286;IT;Italia;3301909000;DEMÁS ACEITES INCLUSO LOS CONCRETOS O ABSOLUTOS, DISOLUCIONES CONCENTRADAS;94.53;542.85;01/01/2023;30/09/2023
7287;SE;Suecia;6110301000;SUÉTERES, PULLOVERS, CARDIGANS, CHALECOS Y ARTÍCULOS SIMILARES DE FIBRAS ACRÍLICAS O MODACRÍLICAS;5.73;540;01/01/2023;30/09/2023
7288;DK;Dinamarca;8537109000;LOS DEMÁS CUADROS, PANELES, CONSOLAS PARA CONTROL O DISTRIBUCIÓN DE ELECTRICIDAD PARA UNA TENSIÓN INFERIOR O IGUAL A 1.000 V, ASÍ COMO LOS APARATOS DE CONTROL NUMÉRICO;168.93;539.82;01/01/2023;30/09/2023
7289;NL;Países Bajos (Holanda);9004100000;GAFAS (ANTEOJOS) DE SOL;13.78;534.4;01/01/2023;30/09/2023
7290;PL;Polonia;810905000;UCHUVAS (UVILLAS) (PHYSALIS PERUVIANA) FRESCAS;10;533.74;01/01/2023;30/09/2023
7291;BE;Bélgica;2103100000;SALSA DE SOJA (SOYA);290.89;530.1;01/01/2023;30/09/2023
7292;IE;Irlanda (Eire);8517621000;APARATOS DE CONMUTACIÓN PARA TELEFONÍA O TELEGRAFÍA, AUTOMÁTICOS;3.06;525.31;01/01/2023;30/09/2023
7293;ES;España;8414590000;LOS DEMÁS VENTILADORES CON MOTOR ELÉCTRICO INCORPORADO;32.02;521.05;01/01/2023;30/09/2023
7294;NL;Países Bajos (Holanda);8536902000;TERMINALES PARA UNA TENSIÓN INFERIOR O IGUAL A 24 V;4.56;516.36;01/01/2023;30/09/2023
7295;ES;España;5004000000;HILADOS DE SEDA (EXCEPTO. HILADOS DE DESPERDICIOS DE SEDA) SIN ACONDICIONAMIENTO PARA LA VENTA;9.5;513;01/01/2023;30/09/2023
7296;NL;Países Bajos (Holanda);8511309200;BOBINAS DE ENCENDIDO PARA MOTORES EXCEPTO PARA MOTORES DE AVIACIÓN;4.52;511.8;01/01/2023;30/09/2023
7297;GB;Reino Unido;4202991000;DEMÁS SACOS DE VIAJE Y MOCHILAS;9.15;507;01/01/2023;30/09/2023
7298;IT;Italia;1905320000;BARQUILLOS Y OBLEAS, INCLUSO RELLENOS (GAUFRETTES , WAFERS) Y WAFFLES;101.02;505.1;01/01/2023;30/09/2023
7299;PL;Polonia;9206000000;INSTRUMENTOS MUSICALES DE PERCUSIÓN (POR EJEMPLO: TAMBORES, CAJAS, XILÓFONOS, PLATILLOS, CASTAÑUELAS, MARACAS).;5.35;505;01/01/2023;30/09/2023
7300;DE;Alemania;8524910090;LOS DEMÁS;2.3;504.26;01/01/2023;30/09/2023
7301;DE;Alemania;8412900000;PARTES DE MOTORES Y MÁQUINAS MOTRICES;154.94;503.12;01/01/2023;30/09/2023
7302;NL;Países Bajos (Holanda);7117190000;LAS DEMÁS BISUTERÍAS DE METALES COMUNES;12.96;502.55;01/01/2023;30/09/2023
7303;NL;Países Bajos (Holanda);8536209000;LOS DEMÁS DISYUNTORES PARA UNA TENSIÓN INFERIOR O IGUAL A 1000 VOLTIOS;4.44;502.41;01/01/2023;30/09/2023
7304;FR;Francia;7318159000;LOS DEMÁS TORNILLOS, PERNOS Y ARANDELAS DE FUNDICIÓN DE HIERRO O ACERO;2.48;501.22;01/01/2023;30/09/2023
7305;ES;España;4817300000;CAJAS, BOLSAS Y PRESENTACIONES SIMILARES DE PAPEL O CARTÓN, CON UN SURTIDO DE ARTÍCULOS DE CORRESPONDENCIA;8.18;500;01/01/2023;30/09/2023
7306;ES;España;9401790000;LOS DEMÁS ASIENTOS CON ARMAZÓN DE METAL;18.76;500;01/01/2023;30/09/2023
7307;FR;Francia;301110000;PECES ORNAMENTALES DE AGUA DULCE;42.96;500;01/01/2023;30/09/2023
7308;GB;Reino Unido;8805290000;LOS DEMÁS APARATOS DE ENTRENAMIENTO DE VUELO EN TIERRA Y SUS PARTES;8.55;500;01/01/2023;30/09/2023
7309;NL;Países Bajos (Holanda);8536419000;LOS DEMÁS RELÉS PARA UNA TENSIÓN INFERIOR O IGUAL A 60 V PARA CORRIENTE NOMINAL SUPERIOR A 30 A;4.4;498.25;01/01/2023;30/09/2023
7310;IT;Italia;910991000;HOJAS DE LAUREL;75.55;498.07;01/01/2023;30/09/2023
7311;ES;España;8483609000;MÁQUINAS Y APARATOS PARA LA PREPARACIÓN DE FRUTOS U HORTALIZAS;30.28;491.25;01/01/2023;30/09/2023
7312;DE;Alemania;6104610000;PANTALONES LARGOS, PANTALONES CON PETO, PANTALONES CORTOS(CALZÓN)Y SHORTS DE PUNTO, PARA MUJER O NIÑAS DE LANA O PELO FINO;2.03;488.1;01/01/2023;30/09/2023
7313;SE;Suecia;8207800000;ÚTILES DE TORNEAR;15.15;487.87;01/01/2023;30/09/2023
7314;NL;Países Bajos (Holanda);8529109000;"LOS DEMÁS ANTENAS Y SUS PARTES PARA LAS PARTIDAS. 85.25 A 85.28; PARTES";4.31;487.64;01/01/2023;30/09/2023
7315;ES;España;8703229020;LOS DEMÁS ENSAMBLADOS;662.4;486.84;01/01/2023;30/09/2023
7316;ES;España;3917329900;"LOS DEMÁS TUBOS FLEXIBLES PARA UNA PRESIÓN MENOR O IGUAL A 27,6 MPA, SIN REFORZAR NI COMBINAR CON OTRAS MATERIAS, SIN ACCESORIOS; A EXCEPCIÓN TRIPAS ARTIFICIALES, EXCEPTO LAS DE LA SUBPARTIDA 3917.10 Y DE LOS PARA SISTEMAS DE RIEGO POR GOTEO, POR ASPERSIÓN U OTROS.";24.48;485.25;01/01/2023;30/09/2023
7317;BE;Bélgica;6301201000;MANTAS DE LANA (EXCEPTO LAS ELÉCTRICAS);9.77;484.5;01/01/2023;30/09/2023
7318;NL;Países Bajos (Holanda);8309900000;TAPONES Y TAPAS, CÁPSULAS PARA BOTELLAS, Y DEMÁS ACCESORIOS PARA ENVASES, DE METAL COMÚN;4.16;483.4;01/01/2023;30/09/2023
7319;ES;España;6205300000;CAMISAS PARA HOMBRES O NIÑOS, DE FIBRAS SINTÉTICAS O ARTIFICIALES;15.37;483;01/01/2023;30/09/2023
7320;DE;Alemania;6116930000;GUANTES, MITONES Y MANOPLAS DE PUNTO DE FIBRAS SINTÉTICAS;62.63;479;01/01/2023;30/09/2023
7321;EE;Estonia;6913900000;LAS DEMÁS ESTATUILLAS Y DEMÁS ARTÍCULOS PARA ADORNOS DE CERÁMICA;11.55;476;01/01/2023;30/09/2023
7322;SE;Suecia;8413819000;LAS DEMÁS BOMBAS ELEVADORAS DE LÍQUIDOS;3.15;474.35;01/01/2023;30/09/2023
7323;DE;Alemania;7318220000;LAS DEMÁS ARANDELAS DE FUNDICIÓN DE HIERRO O ACERO;41.15;473.83;01/01/2023;30/09/2023
7324;IT;Italia;1704101000;CHICLES Y GOMAS DE MASCAR RECUBIERTOS DE AZÚCAR;127.78;469.9;01/01/2023;30/09/2023
7325;DE;Alemania;6104510000;FALDAS Y FALDAS PANTALÓN DE PUNTO PARA MUJERES O NIÑAS, DE LANA O PELO FINO;2.85;468;01/01/2023;30/09/2023
7326;FR;Francia;6102300000;ABRIGOS, CHAQUETAS, CAPAS Y ARTÍCULOS SIMILARES DE PUNTO, PARA MUJERES O NIÑAS, DE FIBRAS SINTÉTICAS O ARTIFICIALES;17.39;464.84;01/01/2023;30/09/2023
7327;AT;Austria;6115940000;DEMÁS, CALCETINES Y DEMÁS ARTÍCULOS DE CALCETERÍA DE LANA O PELO FINO;8.97;455.85;01/01/2023;30/09/2023
7328;BE;Bélgica;6116910000;GUANTES, MITONES Y MANOPLAS DE PUNTO DE LANA O PELO FINO;9.01;454.1;01/01/2023;30/09/2023
7329;PL;Polonia;9608100000;BOLÍGRAFOS;4.75;448;01/01/2023;30/09/2023
7330;SK;Eslovaquia;4202310000;ARTÍCULOS DE BOLSILLO O DE BOLSO DE MANO CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL, REGENERADO;6.59;447.5;01/01/2023;30/09/2023
7331;AT;Austria;3926200000;PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR (INCLUIDOS LOS GUANTES);8.76;445.2;01/01/2023;30/09/2023
7332;CZ;República Checa;301991900;LOS DEMÁS PECES PARA REPRODUCCIÓN O CRÍA INDUSTRIAL EXCEPTO TILAPIA.;47.64;442.49;01/01/2023;30/09/2023
7333;PL;Polonia;1302191900;LOS DEMÁS EXTRACTO DE UÑA DE GATO (UNCARIA TOMENTOSA) EXCEPTO PRESENTADO O ACONDICIONADO PARA LA VENTA AL POR MENOR.;12.19;440.69;01/01/2023;30/09/2023
7334;CZ;República Checa;1102200000;HARINA DE MAÍZ;40;440;01/01/2023;30/09/2023
7335;ES;España;6211320000;CONJUNTO DE ABRIGO PARA ENTRENAMIENTO O DEPORTE, Y DEMÁS PRENDAS DE VESTIR PARA HOMBRES O NIÑOS, DE ALGODÓN;16.38;440;01/01/2023;30/09/2023
7336;GB;Reino Unido;6102300000;ABRIGOS, CHAQUETAS, CAPAS Y ARTÍCULOS SIMILARES DE PUNTO, PARA MUJERES O NIÑAS, DE FIBRAS SINTÉTICAS O ARTIFICIALES;9.51;440;01/01/2023;30/09/2023
7337;ES;España;8504409000;LOS DEMÁS CONVERTIDORES ESTÁTICOS;41.8;439.09;01/01/2023;30/09/2023
7338;DE;Alemania;4420900000;DEMÁS MARQUETERÍA, COFRECILLOS O ESTUCHES PARA JOYERÍA U ORFEBRERÍA Y MANUFACTURAS SIMILARES DE MADERA;94.22;439;01/01/2023;30/09/2023
7339;NL;Países Bajos (Holanda);8414802100;LOS DEMÁS COMPRESORES DE POTENCIA INFERIOR A 30 KW (40 HP);3.54;438.69;01/01/2023;30/09/2023
7340;ES;España;8481809900;LOS DEMÁS ARTÍCULOS DE GRIFERÍA Y ÓRGANOS SIMILARES, EXCEPTO LAS VÁLVULAS DISPENSADORAS;37.84;436.3;01/01/2023;30/09/2023
7341;FR;Francia;6203330000;CHAQUETAS (SACOS) PARA HOMBRES O NIÑOS, DE FIBRAS SINTÉTICAS;3.95;435.35;01/01/2023;30/09/2023
7342;DE;Alemania;2530900090;DEMÁS MATERIAS MINERALES NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE;1560;435;01/01/2023;30/09/2023
7343;FI;Finlandia;8536909000;DEMÁS APARATOS PARA CORTE, SECCIONAMIENTO, PROTECCIÓN, DERIVACIÓN, EMPALME. PARA TENSIÓN <= 1000 V;3.96;434.63;01/01/2023;30/09/2023
7344;SE;Suecia;6804210000;LAS DEMÁS MUELAS Y ARTÍCULOS SIMILARES DE DIAMANTE NATURAL O SINTÉTICO AGLOMERADO PARA AFILAR,TRITURAR,DESFIBRAR, AFILAR, CORTAR O TROCEAR;15.95;430.47;01/01/2023;30/09/2023
7345;NL;Países Bajos (Holanda);8413819000;LAS DEMÁS BOMBAS ELEVADORAS DE LÍQUIDOS;3.8;430.22;01/01/2023;30/09/2023
7346;BE;Bélgica;4202220000;BOLSOS DE MANO, INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLÁSTICO;8.61;427;01/01/2023;30/09/2023
7347;ES;España;4202310000;ARTÍCULOS DE BOLSILLO O DE BOLSO DE MANO CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL, REGENERADO;8.26;425;01/01/2023;30/09/2023
7348;FR;Francia;4821900000;DEMÁS ETIQUETAS DE TODAS CLASES, DE PAPEL O CARTÓN;92.98;425;01/01/2023;30/09/2023
7349;IT;Italia;1702309000;DEMÁS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O CON FRUCTOSA, SECO<20=% EN PESO;25.8;423.83;01/01/2023;30/09/2023
7350;GB;Reino Unido;8204110000;LLAVES DE AJUSTE DE MANO DE BOCA FIJA;12.38;420.87;01/01/2023;30/09/2023
7351;ES;España;8539510090;LOS DEMÁS;100;420;01/01/2023;30/09/2023
7352;IT;Italia;805900000;LOS DEMÁS AGRIOS (CÍTRICOS), FRESCOS O SECOS;210;420;01/01/2023;30/09/2023
7353;IT;Italia;909620000;"SEMILLAS DE ANÍS, BADIANA, ALCARAVEA O HINOJO; BAYAS DE ENEBRO TRITURADAS O PULVERIZADAS";95.39;420;01/01/2023;30/09/2023
7354;ES;España;811909500;GUANÁBANA (ANNONA MURICATA);261.83;419.8;01/01/2023;30/09/2023
