#;Código;País;Partida;Descripción;Peso Neto Kg.;Valor FOB USD.;fechaInicio;fechaFinal
164;PT;Portugal;307430000;"JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS";1479137.5;3825667.93;01/01/2022;30/09/2022
165;PL;Polonia;2001909000;DEMÁS HORTALIZAS, FRUTAS Y DEMÁS PARTÍCULAS COMESTIBLES DE PLANTAS, PREPARADAS O CONSERVADAS EN VINAGRE;1859088.6;3809286.94;01/01/2022;30/09/2022
166;RO;Rumania;5503309000;"LOS DEMÁS FIBRAS SINTÉTICAS DISCONTINUAS, SIN CARDAR, PEINAR NI TRANSFORMAR DE OTRO MODO PARA LA HILATURA, ACRÍLICAS O MODACRÍLICAS; A EXCEPCIÓN DE LOS OBTENIDOS POR EXTRUSIÓN HÚMEDA.";1163763;3787345.25;01/01/2022;30/09/2022
167;FR;Francia;2008910000;PALMITOS PREPARADOS O CONSERVADOS DE OTRO MODO;1546974.91;3741790.06;01/01/2022;30/09/2022
168;DE;Alemania;803901100;BANANAS FRESCAS TIPO «CAVENDISH VALERY»;5209369.04;3699908.25;01/01/2022;30/09/2022
169;FR;Francia;6105100041;CAMISAS DE PUNTO ALGODÓN ABERTURA DELANTERA PARCIAL, CON CUELLO Y PUÑOS DE TEJIDO ACANALADO PARA HOMBRES, TEÑIDO DE UN SOLO COLOR;64015.11;3693863.66;01/01/2022;30/09/2022
170;ES;España;710801000;ESPÁRRAGO CONGELADO AUNQUE ESTÉN COCIDAS EN AGUA O VAPOR.;1179480.42;3648787.79;01/01/2022;30/09/2022
171;FR;Francia;1515900090;LOS DEMÁS LAS DEMÁS GRASAS Y ACEITES VEGETALES FIJOS (INCLUIDO EL ACEITE DE JOJOBA), Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE EXCEPTO ACEITE DE LINO (DE LINAZA) Y SUS FRACCIONES, ACEITE DE MAÍZ Y SUS FRACCIONES, ACEITE DE RICINO Y SUS FRACCIONES, ACEITE DE SÉSAMO (AJONJOLÍ) Y SUS FRACCIONES Y ACEITE DE TUNG Y SUS FRACCIONES.;350128.06;3639743.13;01/01/2022;30/09/2022
172;NL;Países Bajos (Holanda);2008993000;MANGOS PREPARADOS O CONSERVADOS;3359907.37;3632682.48;01/01/2022;30/09/2022
173;IE;Irlanda (Eire);901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;691040;3593608.25;01/01/2022;30/09/2022
174;ES;España;1605540000;JIBIAS (SEPIAS)*, GLOBITOS, CALAMARES Y POTAS PRECOCIDA CONGELADA;1302438.2;3585254.35;01/01/2022;30/09/2022
175;FI;Finlandia;901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;676788;3574469.54;01/01/2022;30/09/2022
176;IT;Italia;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;2010931.92;3478941.62;01/01/2022;30/09/2022
177;BE;Bélgica;4409229020;MADERA MOLDURADA DE MADERAS TROPICALES EXCEPTO DE IPÉ;1403582.5;3406820.47;01/01/2022;30/09/2022
178;DE;Alemania;1604160000;PREPARACIONES Y CONSERVAS DE ANCHOAS ENTERO O EN TROZOS, EXCEPTO PICADO;466263.3;3387123.52;01/01/2022;30/09/2022
179;IT;Italia;2825500000;ÓXIDOS E HIDRÓXIDOS DE COBRE;458000;3387052.5;01/01/2022;30/09/2022
180;DE;Alemania;6109100031;T-SHIRT DE ALGODÓN PARA HOMBRES O MUJERES, DE TEJIDO TEÑIDO DE UN SOLO COLOR UNIFORME INCLUSO BLANQUEADOS;95415.53;3369322.69;01/01/2022;30/09/2022
181;GB;Reino Unido;1504209000;GRASAS Y ACEITES DE PESCADO Y SUS FRACCIONES, REFINADOS EXCEPTO ACEITES DE HÍGADO;731706.3;3359973.82;01/01/2022;30/09/2022
182;GB;Reino Unido;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;1837147.11;3330037.61;01/01/2022;30/09/2022
183;HU;Hungría;2106907100;COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS QUE CONTENGAN EXCLUSIVAMENTE MEZCLAS O EXTRACTOS DE PLANTAS, PARTES DE PLANTAS, SEMILLAS O FRUTOS;16671;3313818;01/01/2022;30/09/2022
184;PL;Polonia;811909900;LOS DEMÁS FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, SIN ADICIÓN DE AZÚCAR U OTRO EDULCORANTE.;1392073.68;3292217.83;01/01/2022;30/09/2022
185;ES;España;1604142000;LISTADOS Y BONITOS ENTEROS O EN TROZOS;773887.08;3247872.41;01/01/2022;30/09/2022
186;FR;Francia;2005991000;ALCACHOFAS (ALCAUCILES);963654.48;3241866.76;01/01/2022;30/09/2022
187;DK;Dinamarca;4409229020;MADERA MOLDURADA DE MADERAS TROPICALES EXCEPTO DE IPÉ;1287723.57;3173966.56;01/01/2022;30/09/2022
188;GB;Reino Unido;803901100;BANANAS FRESCAS TIPO «CAVENDISH VALERY»;3447942.36;3155665.22;01/01/2022;30/09/2022
189;DK;Dinamarca;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);910800;3132555.91;01/01/2022;30/09/2022
190;GB;Reino Unido;805502200;LIMA TAHITÍ (LIMÓN TAHITÍ) (CITRUS LATIFOLIA);3104493;3052849.45;01/01/2022;30/09/2022
191;DE;Alemania;2616901000;MINERALES DE ORO Y SUS CONCENTRADOS;291182;2990450.3;01/01/2022;30/09/2022
192;FR;Francia;6109100031;T-SHIRT DE ALGODÓN PARA HOMBRES O MUJERES, DE TEJIDO TEÑIDO DE UN SOLO COLOR UNIFORME INCLUSO BLANQUEADOS;70968.61;2968186.53;01/01/2022;30/09/2022
193;DE;Alemania;2601110000;MINERALES DE HIERRO Y SUS CONCENTRADOS, SIN AGLOMERAR;418605;2967087.43;01/01/2022;30/09/2022
194;ES;España;2301201100;HARINA DE PESCADO CON UN CONTENIDO DE GRASA SUPERIOR A 2% EN PESO;2126450;2927581.04;01/01/2022;30/09/2022
195;GB;Reino Unido;2001909000;DEMÁS HORTALIZAS, FRUTAS Y DEMÁS PARTÍCULAS COMESTIBLES DE PLANTAS, PREPARADAS O CONSERVADAS EN VINAGRE;1091846.99;2912453.47;01/01/2022;30/09/2022
196;NL;Países Bajos (Holanda);1504209000;GRASAS Y ACEITES DE PESCADO Y SUS FRACCIONES, REFINADOS EXCEPTO ACEITES DE HÍGADO;566204.8;2882705.25;01/01/2022;30/09/2022
197;ES;España;814001000;CORTEZAS DE LIMÓN (LIMÓN SUTIL, LIMÓN COMÚN, LIMÓN CRIOLLO) (CITRUS AURANTIFOLIA) FRESCAS, CONGELADAS, SECAS O CONSERVADAS;2872025;2864495.7;01/01/2022;30/09/2022
198;IE;Irlanda (Eire);3301130000;ACEITES ESENCIALES DE LIMÓN.;50400;2806920;01/01/2022;30/09/2022
199;NL;Países Bajos (Holanda);2508500000;ANDALUCITA, CIANITA Y SILIMANITA;5793311;2799939.56;01/01/2022;30/09/2022
200;GB;Reino Unido;5109900000;LOS DEMÁS HILADOS DE LANA O PELO FINO ACONDICIONADOS PARA LA VENTA AL POR MENOR;62890.94;2799328.65;01/01/2022;30/09/2022
201;ES;España;2508500000;ANDALUCITA, CIANITA Y SILIMANITA;6244908;2789734.87;01/01/2022;30/09/2022
202;IT;Italia;305399000;LOS DEMÁS FILETES DE PESCADO, SECOS, SALADOS O EN SALMUERA, SIN AHUMAR EXCEPTO DE BACALAOS (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS).;399601.66;2734310.24;01/01/2022;30/09/2022
203;IT;Italia;307229000;VOLANDEIRAS Y DEMÁS MOLUSCOS DE LOS GÉNEROS PECTEN, CHLAMYS O PLACOPECTEN (CONCHAS DE ABANICO), CONGELADOS;205171.92;2731291.19;01/01/2022;30/09/2022
204;FR;Francia;4409229090;MADERA PERFILADA EXCEPTO DE IPÉ Y EXCEPTO MADERA MOLDURADA Y TABLILLAS Y FRISOS PARA PARQUÉS, SIN ENSAMBLAR;1160838.28;2698280.23;01/01/2022;30/09/2022
205;FR;Francia;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;1488175;2689371.68;01/01/2022;30/09/2022
206;DE;Alemania;804502000;MANGOS Y MANGOSTANES, FRESCOS O SECOS;878908.4;2678507.37;01/01/2022;30/09/2022
207;NL;Países Bajos (Holanda);7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;810801.9;2655410.17;01/01/2022;30/09/2022
208;NL;Países Bajos (Holanda);2005600000;ESPÁRRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR;670043.87;2636444.39;01/01/2022;30/09/2022
209;ES;España;305399000;LOS DEMÁS FILETES DE PESCADO, SECOS, SALADOS O EN SALMUERA, SIN AHUMAR EXCEPTO DE BACALAOS (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS).;324225.63;2606891.67;01/01/2022;30/09/2022
210;BE;Bélgica;7404000000;DESPERDICIOS Y DESECHOS, DE COBRE.;322205.8;2588296.55;01/01/2022;30/09/2022
211;ES;España;3203002100;CARMÍN DE COCHINILLA;52427.55;2573026.89;01/01/2022;30/09/2022
212;GB;Reino Unido;811909100;MANGO (MANGIFERA INDICA L.);1335913.95;2564390.96;01/01/2022;30/09/2022
213;IT;Italia;3920920000;LAS DEMÁS PLACAS, LÁMINAS, HOJAS Y TIRAS DE POLIAMIDAS;574175.42;2561038.27;01/01/2022;30/09/2022
214;BE;Bélgica;307229000;VOLANDEIRAS Y DEMÁS MOLUSCOS DE LOS GÉNEROS PECTEN, CHLAMYS O PLACOPECTEN (CONCHAS DE ABANICO), CONGELADOS;173585.2;2533093.11;01/01/2022;30/09/2022
215;BE;Bélgica;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);715000;2503912.01;01/01/2022;30/09/2022
216;ES;España;2005993120;PIMIENTO MORRÓN;1199361;2455618.15;01/01/2022;30/09/2022
217;GB;Reino Unido;3907699000;LOS DEMÁS POLI(TEREFTALATO DE ETILENO) EXCEPTO CON DIÓXIDO DE TITANIO;1678643;2439864.53;01/01/2022;30/09/2022
218;FR;Francia;307430000;"JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS";999959.8;2392134.31;01/01/2022;30/09/2022
219;ES;España;2001909000;DEMÁS HORTALIZAS, FRUTAS Y DEMÁS PARTÍCULAS COMESTIBLES DE PLANTAS, PREPARADAS O CONSERVADAS EN VINAGRE;1032332.84;2373356.08;01/01/2022;30/09/2022
220;IT;Italia;1604160000;PREPARACIONES Y CONSERVAS DE ANCHOAS ENTERO O EN TROZOS, EXCEPTO PICADO;377147.8;2373162.59;01/01/2022;30/09/2022
221;DE;Alemania;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;1282086.74;2364150.65;01/01/2022;30/09/2022
222;NL;Países Bajos (Holanda);805502200;LIMA TAHITÍ (LIMÓN TAHITÍ) (CITRUS LATIFOLIA);1736302;2348280.88;01/01/2022;30/09/2022
223;IE;Irlanda (Eire);5107100000;HILADOS DE LANA PEINADA NO PARA VENTA POR MENOR CON UN CONTENIDO DE LANA >=85% EN PESO;133182.56;2344139.19;01/01/2022;30/09/2022
224;NL;Países Bajos (Holanda);8708220000;PARABRISAS, VIDRIOS TRASEROS (LUNETAS) Y DEMÁS VENTANILLAS ESPECIFICADOS EN LA NOTA 1 DE SUBPARTIDA DE ESTE CAPÍTULO;201726.05;2309915.16;01/01/2022;30/09/2022
225;IT;Italia;7408210000;ALAMBRE DE COBRE DE ALEACIONES DE COBRE A BASE DE COBRE-CINC (LATÓN);276417;2308010.34;01/01/2022;30/09/2022
226;ES;España;1515900090;LOS DEMÁS LAS DEMÁS GRASAS Y ACEITES VEGETALES FIJOS (INCLUIDO EL ACEITE DE JOJOBA), Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE EXCEPTO ACEITE DE LINO (DE LINAZA) Y SUS FRACCIONES, ACEITE DE MAÍZ Y SUS FRACCIONES, ACEITE DE RICINO Y SUS FRACCIONES, ACEITE DE SÉSAMO (AJONJOLÍ) Y SUS FRACCIONES Y ACEITE DE TUNG Y SUS FRACCIONES.;422083.5;2279499.53;01/01/2022;30/09/2022
227;ES;España;1211903000;ORÉGANO (ORIGANUM VULGARE);691429.28;2266843.33;01/01/2022;30/09/2022
228;DE;Alemania;1504209000;GRASAS Y ACEITES DE PESCADO Y SUS FRACCIONES, REFINADOS EXCEPTO ACEITES DE HÍGADO;387178;2259741.6;01/01/2022;30/09/2022
229;PL;Polonia;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);641425;2215932.7;01/01/2022;30/09/2022
230;IT;Italia;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);617000;2186970.58;01/01/2022;30/09/2022
231;SE;Suecia;5109900000;LOS DEMÁS HILADOS DE LANA O PELO FINO ACONDICIONADOS PARA LA VENTA AL POR MENOR;62508.39;2168942.31;01/01/2022;30/09/2022
232;FR;Francia;1302391000;MUCÍLAGOS DE SEMILLA DE TARA (CAESALPINEA SPINOSA);76300;2135398;01/01/2022;30/09/2022
233;ES;España;811909900;LOS DEMÁS FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, SIN ADICIÓN DE AZÚCAR U OTRO EDULCORANTE.;677161.76;2111149.11;01/01/2022;30/09/2022
234;DE;Alemania;2508500000;ANDALUCITA, CIANITA Y SILIMANITA;4554055;2110412.26;01/01/2022;30/09/2022
235;DE;Alemania;910110000;JENGIBRE SIN TRITURAR NI PULVERIZAR;1066944.6;2102543.75;01/01/2022;30/09/2022
236;NL;Países Bajos (Holanda);805291000;TANGELO (CITRUS RETICULATA X CITRUS PARADISIS);3319043;2098694.08;01/01/2022;30/09/2022
237;LT;Lituania;307430000;"JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS";1223520.4;2098128.21;01/01/2022;30/09/2022
238;ES;España;805299000;WILKINGS E HÍBRIDOS SIMILARES DE AGRIOS (CÍTRICOS) EXCEPTO TANGELO;1810509.3;2090878.78;01/01/2022;30/09/2022
239;DE;Alemania;3205000000;"LACAS COLORANTES; PREPARACIONES A QUE SE REFIERE LA NOTA 3 DE ESTE CAPÍTULO A BASE DE LACAS COLORANTES";22315;2081396.96;01/01/2022;30/09/2022
240;ES;España;910110000;JENGIBRE SIN TRITURAR NI PULVERIZAR;1679638;2049696.97;01/01/2022;30/09/2022
241;ES;España;1209919000;DEMÁS SEMILLAS DE HORTALIZAS;162937.88;2047004.93;01/01/2022;30/09/2022
242;NL;Países Bajos (Holanda);714209000;CAMOTES (BATATAS, BONIATOS) EXCEPTO PARA SIEMBRA;1170011.47;2011834.96;01/01/2022;30/09/2022
243;DK;Dinamarca;5109100000;HILADOS DE LANA O PELO FINO PARA VENTA AL POR MENOR CON UN CONTENIDO >=85% EN PESO;63310.47;2003333.53;01/01/2022;30/09/2022
244;NL;Países Bajos (Holanda);7602000000;DESPERDICIOS Y DESECHOS, DE ALUMINIO.;794806;1996011.23;01/01/2022;30/09/2022
245;ES;España;710400000;MAÍZ DULCE CONGELADO;954965.7;1992424.93;01/01/2022;30/09/2022
246;HR;Croacia;8474900000;PARTES DE MÁQUINAS Y APARATOS DE LA PARTIDA NO 84.74;717312.9;1987670.8;01/01/2022;30/09/2022
247;IT;Italia;5108200000;HILADOS DE PELO FINO PEINADO SIN ACONDICIONAR PARA LA VENTA EL POR MENOR;60475.33;1987381.17;01/01/2022;30/09/2022
248;BE;Bélgica;4409229090;MADERA PERFILADA EXCEPTO DE IPÉ Y EXCEPTO MADERA MOLDURADA Y TABLILLAS Y FRISOS PARA PARQUÉS, SIN ENSAMBLAR;943404.5;1976174.76;01/01/2022;30/09/2022
249;NL;Países Bajos (Holanda);7204210000;DESPERDICIOS Y DESECHOS DE ACERO INOXIDABLE;1367940;1952387.52;01/01/2022;30/09/2022
250;DE;Alemania;1804001200;MANTECA DE CACAO CON UN ÍNDICE DE ACIDEZ EXPRESADO EN ÁCIDO OLEICO SUPERIOR A 1% PERO INFERIOR O IGUAL A 1.65%;415990;1948630;01/01/2022;30/09/2022
251;IT;Italia;2005600000;ESPÁRRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR;545483.77;1906610.75;01/01/2022;30/09/2022
252;PL;Polonia;7905000012;LAMINADOS PLANOS DE CINC DE ESPESOR SUPERIOR A 0,65 MM;434565.97;1903966.23;01/01/2022;30/09/2022
253;IT;Italia;6703000000;"CABELLO PEINADO, AFINADO, BLANQUEADO O PREPARADO DE OTRA FORMA; LANA, PELO U OTRA MATERIA TEXTIL";4556.15;1894017.08;01/01/2022;30/09/2022
254;DE;Alemania;3920920000;LAS DEMÁS PLACAS, LÁMINAS, HOJAS Y TIRAS DE POLIAMIDAS;430927.85;1868167.26;01/01/2022;30/09/2022
255;GB;Reino Unido;5105391000;PELO FINO CARDADO O PEINADO DE ALPACA O DE LLAMA;116822.53;1847526.12;01/01/2022;30/09/2022
256;DE;Alemania;1801001900;CACAO EN GRANO, ENTERO O PARTIDO, CRUDO EXCEPTO PARA SIEMBRA;513498;1846396.22;01/01/2022;30/09/2022
257;DE;Alemania;7408290000;LOS DEMÁS ALAMBRE DE COBRE A BASE DE ALEACIONES DE COBRE;143896;1837802.48;01/01/2022;30/09/2022
258;IT;Italia;6109100039;LOS DEMÁS T-SHIRTS DE ALGODÓN, PARA HOMBRES O MUJERES;42441.33;1829192.27;01/01/2022;30/09/2022
259;NL;Países Bajos (Holanda);303910000;HÍGADOS, HUEVAS Y LECHAS;111000;1827331;01/01/2022;30/09/2022
260;ES;España;1302391000;MUCÍLAGOS DE SEMILLA DE TARA (CAESALPINEA SPINOSA);69000;1825629.57;01/01/2022;30/09/2022
261;DK;Dinamarca;901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;336363;1825612.32;01/01/2022;30/09/2022
262;IT;Italia;5102199000;DEMÁS PELO FINO EXCEPTO DE LLAMA, ALPACA, CONEJO O CABRA DE CACHEMIRA;4422.36;1799877.85;01/01/2022;30/09/2022
263;BE;Bélgica;2005600000;ESPÁRRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR;432187.01;1765123.23;01/01/2022;30/09/2022
264;ES;España;306179900;LOS DEMÁS LOS DEMÁS CAMARONES, LANGOSTINOS Y DEMÁS DECÁPODOS NATANTIA EXCEPTO CAMARONES DE RÍO DE LOS GÉNEROS MACROBRACHIUM.;171409;1762763.95;01/01/2022;30/09/2022
265;DE;Alemania;3203002100;CARMÍN DE COCHINILLA;32111;1756140.01;01/01/2022;30/09/2022
266;DK;Dinamarca;307229000;VOLANDEIRAS Y DEMÁS MOLUSCOS DE LOS GÉNEROS PECTEN, CHLAMYS O PLACOPECTEN (CONCHAS DE ABANICO), CONGELADOS;140072.5;1733014.25;01/01/2022;30/09/2022
267;PL;Polonia;7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;437812.91;1731586.09;01/01/2022;30/09/2022
268;BE;Bélgica;1604160000;PREPARACIONES Y CONSERVAS DE ANCHOAS ENTERO O EN TROZOS, EXCEPTO PICADO;245531.12;1706185.27;01/01/2022;30/09/2022
269;ES;España;811909100;MANGO (MANGIFERA INDICA L.);917921.1;1701668.97;01/01/2022;30/09/2022
270;DE;Alemania;6105100080;LAS DEMÁS CAMISAS DE PUNTO ALGODÓN CON CUELLO Y ABERTURA DELANTERA PARCIAL PARA HOMBRES;40317.04;1700574.81;01/01/2022;30/09/2022
271;BE;Bélgica;2508500000;ANDALUCITA, CIANITA Y SILIMANITA;3466270;1678934.45;01/01/2022;30/09/2022
272;IT;Italia;7404000000;DESPERDICIOS Y DESECHOS, DE COBRE.;252999.3;1650209.14;01/01/2022;30/09/2022
273;DE;Alemania;811909900;LOS DEMÁS FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, SIN ADICIÓN DE AZÚCAR U OTRO EDULCORANTE.;715434.96;1639126.07;01/01/2022;30/09/2022
274;ES;España;1207701000;SEMILLAS DE MELÓN PARA SIEMBRA;7200.83;1599456.7;01/01/2022;30/09/2022
275;BE;Bélgica;3920620000;LAS DEMÁS PLACAS,LÁMINAS,HOJAS Y TIRAS DE POLITEREFTALATO DE ETILENO;3365;1589232.83;01/01/2022;30/09/2022
276;FR;Francia;709200000;ESPÁRRAGOS, FRESCOS O REFRIGERADOS;317363.34;1558065.48;01/01/2022;30/09/2022
277;DE;Alemania;712390000;DEMÁS HONGOS EXCEPTO DEL GENERO AGARICUS, GELATINOSOS Y OREJAS DE JUDAS;167884;1557247.91;01/01/2022;30/09/2022
278;EE;Estonia;304740020;EN BLOQUES, SIN PIEL, SIN ESPINAS;450614;1543086.02;01/01/2022;30/09/2022
279;PT;Portugal;806100000;UVAS FRESCAS;936567.7;1526262.79;01/01/2022;30/09/2022
280;GB;Reino Unido;5109100000;HILADOS DE LANA O PELO FINO PARA VENTA AL POR MENOR CON UN CONTENIDO >=85% EN PESO;51312.97;1523706.38;01/01/2022;30/09/2022
281;DK;Dinamarca;3203002100;CARMÍN DE COCHINILLA;8770;1514343.6;01/01/2022;30/09/2022
282;FR;Francia;6110201090;"LOS DEMÁS SUÉTERES (JERSEYS) DE ALGODÓN; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";38045.51;1504946.31;01/01/2022;30/09/2022
283;BE;Bélgica;7108120000;ORO EN LAS DEMÁS FORMAS EN BRUTO;33.67;1488463.89;01/01/2022;30/09/2022
284;DK;Dinamarca;4409229090;MADERA PERFILADA EXCEPTO DE IPÉ Y EXCEPTO MADERA MOLDURADA Y TABLILLAS Y FRISOS PARA PARQUÉS, SIN ENSAMBLAR;566026.77;1475145.68;01/01/2022;30/09/2022
285;FR;Francia;4409292000;MADERA MOLDURADA DE LAS DEMÁS MADERAS TROPICALES;539330;1471870.73;01/01/2022;30/09/2022
286;IT;Italia;806100000;UVAS FRESCAS;706663;1449881.35;01/01/2022;30/09/2022
287;IT;Italia;306171200;COLAS DE LANGOSTINO ,SIN CAPARAZÓN, CONGELADOS;165984.5;1440053.1;01/01/2022;30/09/2022
288;FR;Francia;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);432000;1431225.64;01/01/2022;30/09/2022
289;DE;Alemania;6110209090;"LOS DEMÁS SUÉTERES (JERSEYS), «PULLOVERS», CARDIGANES, CHALECOS Y ARTÍCULOS SIMILARES, DE PUNTO Y DE ALGODÓN; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";33292.74;1427320.31;01/01/2022;30/09/2022
290;ES;España;307291000;VIEIRAS (CONCHAS DE ABANICO) (PECTEN JACOBAEUS);109632.6;1419669.8;01/01/2022;30/09/2022
291;GB;Reino Unido;7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;345093.61;1417982.38;01/01/2022;30/09/2022
292;LV;Letonia;303910000;HÍGADOS, HUEVAS Y LECHAS;74470;1413141;01/01/2022;30/09/2022
293;ES;España;904211010;PAPRIKA EN TROZOS O RODAJAS;378669;1409833.8;01/01/2022;30/09/2022
294;ES;España;3205000000;"LACAS COLORANTES; PREPARACIONES A QUE SE REFIERE LA NOTA 3 DE ESTE CAPÍTULO A BASE DE LACAS COLORANTES";18581.64;1409642.84;01/01/2022;30/09/2022
295;NL;Países Bajos (Holanda);2009391000;JUGO DE DE LIMÓN DE LA SUBPARTIDA 0805.50.21;879226;1402090.1;01/01/2022;30/09/2022
296;IT;Italia;3203001900;LAS DEMÁS MATERIAS COLORANTES DE ORIGEN VEGETAL;48314;1399812.74;01/01/2022;30/09/2022
297;NL;Países Bajos (Holanda);1804001200;MANTECA DE CACAO CON UN ÍNDICE DE ACIDEZ EXPRESADO EN ÁCIDO OLEICO SUPERIOR A 1% PERO INFERIOR O IGUAL A 1.65%;317392;1389569.88;01/01/2022;30/09/2022
298;ES;España;3305200000;PREPARACIONES PARA ONDULACIÓN O DESRIZADO PERMANENTES;161225.95;1387264.5;01/01/2022;30/09/2022
299;NL;Países Bajos (Holanda);2005991000;ALCACHOFAS (ALCAUCILES);485963.26;1376091.78;01/01/2022;30/09/2022
300;LT;Lituania;801220000;NUECES DEL BRASIL SIN CÁSCARA FRESCAS O SECAS;179560;1369947.55;01/01/2022;30/09/2022
301;DE;Alemania;5503309000;"LOS DEMÁS FIBRAS SINTÉTICAS DISCONTINUAS, SIN CARDAR, PEINAR NI TRANSFORMAR DE OTRO MODO PARA LA HILATURA, ACRÍLICAS O MODACRÍLICAS; A EXCEPCIÓN DE LOS OBTENIDOS POR EXTRUSIÓN HÚMEDA.";392285.1;1365762.08;01/01/2022;30/09/2022
302;DK;Dinamarca;5109900000;LOS DEMÁS HILADOS DE LANA O PELO FINO ACONDICIONADOS PARA LA VENTA AL POR MENOR;39231.65;1363318.06;01/01/2022;30/09/2022
303;GB;Reino Unido;6109100031;T-SHIRT DE ALGODÓN PARA HOMBRES O MUJERES, DE TEJIDO TEÑIDO DE UN SOLO COLOR UNIFORME INCLUSO BLANQUEADOS;33147.28;1352134.74;01/01/2022;30/09/2022
304;SE;Suecia;811909100;MANGO (MANGIFERA INDICA L.);638628.5;1350165.99;01/01/2022;30/09/2022
305;PL;Polonia;3920920000;LAS DEMÁS PLACAS, LÁMINAS, HOJAS Y TIRAS DE POLIAMIDAS;299409.33;1309164.43;01/01/2022;30/09/2022
306;ES;España;1509400000;LOS DEMÁS ACEITES DE OLIVA VÍRGENES;468600;1306294.8;01/01/2022;30/09/2022
307;NL;Países Bajos (Holanda);1106201000;HARINA, SÉMOLA Y POLVO DE MACA (LEPIDIUM MEYENII);180394.99;1303783.28;01/01/2022;30/09/2022
308;NL;Países Bajos (Holanda);2001909000;DEMÁS HORTALIZAS, FRUTAS Y DEMÁS PARTÍCULAS COMESTIBLES DE PLANTAS, PREPARADAS O CONSERVADAS EN VINAGRE;730967.53;1282608.86;01/01/2022;30/09/2022
309;DE;Alemania;2008993000;MANGOS PREPARADOS O CONSERVADOS;638998.03;1278559.31;01/01/2022;30/09/2022
310;BE;Bélgica;1404902000;TARA EN POLVO (CAESALPINEA SPINOSA);632000;1277108.99;01/01/2022;30/09/2022
311;DE;Alemania;1804001300;MANTECA DE CACAO CON UN ÍNDICE DE ACIDEZ EXPRESADO EN ÁCIDO OLEICO SUPERIOR A 1.65%;312940.4;1276244.6;01/01/2022;30/09/2022
312;PL;Polonia;8001200000;ALEACIONES DE ESTAÑO;110000;1270179.95;01/01/2022;30/09/2022
313;ES;España;3305900000;LAS DEMÁS PREPARACIONES CAPILARES;175089.01;1270161.53;01/01/2022;30/09/2022
314;FR;Francia;306171200;COLAS DE LANGOSTINO ,SIN CAPARAZÓN, CONGELADOS;122950;1268513.5;01/01/2022;30/09/2022
315;ES;España;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);369000;1263865.9;01/01/2022;30/09/2022
316;FR;Francia;6109100039;LOS DEMÁS T-SHIRTS DE ALGODÓN, PARA HOMBRES O MUJERES;28342.12;1255102.05;01/01/2022;30/09/2022
